		T98G G0				T98G Contact Inhibtion				U2OS-p16			
		E2F4		p130		E2F4		p130		E2F4		p130	
GENE 	Locuslink	P value	binding ratio	P value	binding ratio	P value	binding ratio	P value	binding ratio	P value	binding ratio	P value	binding ratio
C9orf40	55071	0.0317410343044059	1.65684930499938	0.00714460069571043	2.67991307017047	0.0237225006378634	1.55952856076116	0.00815413651972841	1.78952864053525	0.00315376255104705	2.13335773408518	0.00380349467000274	3.55133126651687
FLJ10156	54478	0.00442806550408192	1.96061054858565	0.00172009781510263	2.54658290520139	0.00969150860072843	2.066221638969	0.00264575628011143	2.22405897958639	0.00650910273567362	2.11055697889821	0.00719251938469906	2.9892155532477
FLJ10287	54482	0.000000120562757222054	9.93965978393586	0.000000523886257153272	8.44622197685099	0.0000329345341896214	4.21545275089803	0.000002472483062399	4.03894351387752	0.00000196952268349815	8.92273641851107	0.000399276556337036	13.153033366787
FLJ10407	55706	0.00000197412207902925	7.42749233908292	0.0000222141922606722	8.22089792358413	0.0000236454342837922	3.778087413238	0.00000262408837492512	6.51796262243265	0.000017952202736371	6.84602664216812	0.000506248893022254	9.28261466496356
FLJ10539	55164	0.0000969627924204408	2.99965310205686	0.000234886621902519	5.76199211558516	0.00000188607098605686	3.23073935876332	0.00000185420488130195	4.18609452158632	0.000104403239467143	3.80373281689071	0.00065963462732388	7.30973711671886
FLJ10581	55178	0.0604018155635888	1.70895840195974	0.00277980836641678	3.81706626157386	0.0469953002477548	1.50568761094679	0.00702276062061513	1.90880621298296	0.105578319075369	1.42544990635433	0.0181850808223378	2.4457049048908
FLJ10853	55246	0.0013683675761208	2.17919825336744	0.0011768174619271	3.79264535873504	0.00394609115055611	2.5092098859358	0.000121198581693016	2.72048650599	0.00192786094384678	2.50404959767841	0.00273464904576615	4.1788860158756
FLJ10858	55247	0.0310495520689262	1.57871611911998	0.00397257718498201	3.22453609049677	0.00733389877925172	2.10783330690191	0.000040767777577444	2.97785898282535	0.00390808312883639	2.25699780586999	0.0017429442641102	4.52716341485249
FLJ10922	55260	0.0000357994689643704	3.31909016560228	0.00000733967986465967	6.4180121680378	0.000180151564089348	2.34317448832639	0.00000470166016453	3.7697577039183	0.0000327215584381424	3.65135354943651	0.000576114423014473	8.40312511527869
FLJ10998	55280	0.000542954726170275	2.35230074115598	0.0033580426496661	3.1336924595245	0.0154594570288549	1.90420636548553	0.00701219673137543	1.93638509497468	0.000228676618557966	3.34665991902834	0.00113084031320965	5.31125233191988
FLJ11029	55771	0.0000000733985472400889	8.82214880074793	0.00000253669241534471	8.48614389542585	0.0000000127055110876739	4.88236157383806	0.000193229101365211	3.72090682951333	0.00000386492214754508	7.48682559092138	0.000476189135777683	11.0308499101422
FLJ11193	55322	0.0096101448890592	2.00786518407568	0.00138302568664883	3.04187222053204	0.0105712754733649	1.78167658265307	0.00677220716635718	1.82335068434748	0.00336724063709759	2.30781314340618	0.0121121847797214	3.53759674066808
FLJ11526	79685	0.0135659112248666	1.77107796731893	0.00321136499457253	2.47915590173473	0.0928289073017609	1.34787877322331	0.0104088761298338	1.80437437931184	0.189305414807599	1.31632653061225	0.181994345656518	1.54939139111391
FLJ11712	79621	0.055384254105761	1.87907465497339	0.0148418571257828	2.69025086135565	0.00717268695867301	1.74498746476596	0.0016754453616169	2.21258151163809	0.00292630783161607	2.17113284505066	0.0038838424287273	5.10391768215209
FLJ11848	80227	0.046336283337703	1.53038915084005	0.001779640068448	3.19711733526241	0.0636297598789345	1.61045873559306	0.0115272693339652	1.62405618614792	0.0192017961188512	1.94756493506494	0.0198457296123323	2.76933014999221
FLJ12525	81887	0.0106034354385208	1.99424500881591	0.0101593818174324	2.59215466115978	0.000939791764426379	2.41503483266287	0.00773397342888027	1.79627689593225	0.0230096727147995	1.88690950483779	0.00538069031749355	3.05586726087064
C18orf9	79959	0.00429236443569803	2.38503611373975	0.00105494126045169	3.47833460492752	0.0380957828969929	1.70531986534537	0.00177801889049689	2.81689867680603	0.0000617552495203455	4.2156862745098	0.000589201295108255	8.27817972740154
FLJ12606	79862	0.0016668363294019	2.1233062291854	0.00415089530953161	2.53501974186447	0.00752950317062395	1.95749213681079	0.00824615271448481	1.91248467075351	0.00545879954218875	2.01742492521912	0.0205968321855797	2.26143463223817
FLJ12735	79915	0.000000167479660584391	7.96785825392208	0.000000494030703679371	9.23604143479134	0.000000033009036393139	5.76402002754152	0.00000258515497397749	4.87531859869546	0.00000137678985978607	10.0712575088515	0.000411929178312231	13.3834520192652
FLJ12788	64427	0.0385538206517387	1.53733888419921	0.00175020885525223	3.04020639132956	0.0338514307473843	1.56206981952041	0.00816861559126913	1.74479345004297	0.00266658195354419	2.26175210155098	0.00535608163771262	3.08616692623095
FLJ12886	56006	0.05458797277365	1.82193867461215	0.000898926527802213	3.90667447057839	0.00703121065705548	1.7977130790043	0.000513973625363318	2.33678133443307	0.0000720980584582032	3.95162677335541	0.000660164060022173	7.44887401932682
C9orf76	80010	0.0092131592771808	2.53249287315035	0.00362802628481806	3.10758178723481	0.00270826182800166	1.9838626647788	0.0025898934483698	1.78550593933276	0.0216813329123907	1.85853636126977	0.0115114889535929	2.55929422921216
FLJ13215	80071	0.00415081552087115	1.97251730562615	0.000713757895865919	3.49407302623247	0.00211982756227624	2.09775932995129	0.0000622080901555577	2.86230917466878	0.000218998458213937	3.22454964390448	0.000967994157289098	5.79782785999471
FLJ13273	79807	0.00611498052119497	1.87439821653356	0.0179976202344178	2.24286517678047	0.00928106873833112	1.84887432413806	0.000545845037551729	2.68145377664771	0.00190976454658209	2.57430585527262	0.00124462262643293	5.09098560412309
FLJ13621	80076	0.0607476439447656	1.70405301309256	0.00426742434783567	3.00340241092878	0.0508372649842812	1.60777403305856	0.00289152137377513	2.35810270428835	0.0000246841717740365	4.24629760603528	0.000681638621146286	7.64996211157922
FLJ13912	64785	0.00000124252636024558	4.27907474981535	0.00000113980075011622	9.25646947761594	0.000000104583493643062	4.94442536409269	0.0000020425174994676	4.71680782542423	0.00000148754835682663	9.74637362637363	0.000529805352680823	10.8202068899699
FLJ14451	84872	0.00535916241648693	1.98042837518407	0.00299286003363664	2.79432180106918	0.00779838920621845	1.70546811748956	0.00380900457430189	1.92954870637337	0.0324788423451361	1.67721419130903	0.0061947143889563	2.94585566434302
FLJ14642	84904	0.0426008208090583	1.71271929069477	0.034058993652566	2.23999055794122	0.0207719014901889	1.73829884172685	0.0136944739926805	1.75012949773985	0.00107562355641466	2.40603286071974	0.00248148881748578	3.86250351719822
FLJ14803	84928	0.00890925354500771	1.83901116804824	0.0189464058940437	2.05466738404214	0.0408656944679506	1.49257043628439	0.00479168685659404	1.94862860967491	0.0395181144500112	1.65065277020545	0.0506362593511362	2.26212291675229
MASTL	84930	0.0000803047025785819	3.7434133546879	0.000187362834562554	4.34875907558782	0.00000791977184066983	3.19286820384302	0.0000415967945890383	3.67626882970822	0.0000324313992492442	4.57777398040556	0.000752075734486823	7.06248382315337
FLJ20084	54814	0.000000670870050512029	6.1513372707841	0.00000146059831762635	6.92841394268247	0.000000176095328985326	4.51164626282192	0.00000795583783119724	3.68915984319379	0.00000329596772041807	5.77654030127793	0.000581460173337267	8.48753226140082
FLJ20156	54839	0.0000000878137625948128	11.3694685166874	0.000000500997763719369	7.55373929099668	0.000000708308318553286	5.66280440808316	0.00000108487285155334	4.46799321335898	0.000000756734420792604	12.743934558176	0.000413326336975217	12.587254703753
FGIF	54851	0.000111011589307375	3.02433479115022	0.000531362125213541	3.16999796690521	0.00284877753168244	1.74807911332517	0.000605782976120906	2.4937438960994	0.000734239203966536	3.11350958040262	0.0038089465962019	4.25221088157016
DEPDC1	55635	0.00000150034918044994	5.40816704232273	0.00000549671348648584	6.44773550775312	0.0000757909491317932	3.98282732778476	0.00000261388694278164	4.00940804318614	0.0000282243796813075	4.69379793275823	0.000684068071474309	7.25798462698691
FLJ20508	54955	0.000003495551134991	4.33151634465368	0.00000896868409994145	5.40333884709829	0.00000217124648205225	3.15403266394849	0.000412331679363831	2.73609610040764	0.0000253901941736911	4.78717653805817	0.000838769935901484	6.41998026127317
FLJ20628	55006	0.0884134247292378	1.67450064907949	0.019193122303098	2.76091236454935	0.11020207667071	1.66856889238821	0.00871743541298342	1.87146437984962	0.00255872709815097	2.38992422690969	0.00181229164575525	4.51461104669613
FLJ20641	55010	0.00000169859522969329	5.41662103446395	0.0000023388458635365	7.65599991715143	0.00000218829293252565	3.82851733122752	0.00000107927368131477	4.47448893379965	0.000021328952719557	4.79195120829597	0.000550672111567119	8.8759379180798
FLJ20701	55022	0.846234702554414	0.276487347546076	0.717907467147226	0.498600998607574	0.699458617054425	0.763751774497149	0.551281443358696	0.921913873627214	0.00484920510457287	2.69115646258503	0.936770639488283	0.446214348629772
NES	10763	0.432699444663845	1.06098199809645	0.628869412291053	0.887536732001072	0.369824949673757	1.06716301824351	0.587325195885457	0.953860304579334	0.00578190512204801	2.06378446115288	0.0032122839709956	3.98090815436857
FLJ21977	84173	0.261274458561482	1.3870990192691	0.0213272840693395	2.11948274400799	0.297897209405057	1.16792372608345	0.0429966177889017	1.511982275329	0.00654925057687961	1.96550079314897	0.003450716563346	3.62617391384685
FLJ22688	80199	0.0000201511177969627	3.86874787733815	0.000390422757785558	3.22866821665145	0.00160176802903933	2.01957658026764	0.00519977983507314	2.63964018312602	0.00112110487359196	2.90442704633534	0.00669563461410794	3.0224099779736
C15orf20	80119	0.00010089548057024	3.0268124927056	0.000461612254497035	5.53216236288775	0.000451407130975134	2.98316302658492	0.0000238679782176288	3.17790926369711	0.000775600981385738	2.78292382742571	0.00245694517179484	4.10816059241909
FLJ22875	84191	0.00492720938636548	2.52418264176887	0.0241568832568059	2.0993574132304	0.027020661604129	1.55353207948802	0.00299292780423743	2.24556211146268	0.00224206770306001	2.26406113685197	0.00333377090347359	3.82573628469327
KLIP1	79682	0.00000727865503080682	3.55209309015464	0.0000149875416430856	5.93405450813686	0.00000852140607654484	3.86741764233307	0.0000130885150383397	3.35163181716966	0.000423321459786519	3.35366795366795	0.0013496728128638	4.93825319944594
FNTB	2342	0.000188047375304756	3.95454792650387	0.0103241159998698	2.48173026597616	0.0012944832749946	2.53807131434705	0.000167060734148849	2.68798265207287	0.0000527885781926862	4.20745357745747	0.00108768239034374	6.53261544080891
FGFR1OP	11116	0.198886696109432	1.52877139942721	0.122180932611911	1.9030628285033	0.387684992642507	1.07054318039091	0.0882063140805702	1.36777669894949	0.10795135223447	1.46946778711485	0.00336109111606697	5.47531693089607
FTHL17	53940	0.447317672727281	1.13686551598797	0.566524335059718	0.893570729360025	0.576427507382728	0.828934065598926	0.477805295775657	1.0263268483947	0.00174087246759946	3.14230769230769	0.688970383375045	0.765121213828329
FTSJ2	29960	0.00000549497667701182	3.74776125626827	0.00000642415505336391	4.3130942800903	0.000464019022744289	2.51059649076975	0.00187209690060175	2.06178836894655	0.0000704501862746065	3.8313880710406	0.00111074909095216	6.16611871444993
GAJ	84057	0.00192467423628306	2.65540824561371	0.000503525503950275	4.88660408465472	0.000788718769435648	2.69447343784548	0.000109638376119103	3.05039363310296	0.000726775311598482	2.82940531757528	0.00135351633796554	4.96021800041028
GALNACT-2	55454	0.00441229277175403	2.32658163505247	0.011401412513973	2.73793360403445	0.00244443087577528	1.95967099299864	0.00171576619677349	2.23760221760174	0.00553943212266228	2.05977011494253	0.0155759752776806	2.38961177968089
GAPD	2597	0.0607318437550037	1.55534285952426	0.00254652043415349	2.85264148447462	0.0256750684538121	1.64687484879321	0.00593279058853313	1.9664319419133	0.000211128896390744	3.36900077296044	0.00244373498281553	3.9133931688442
GBF1	8729	0.0221749402812934	1.73288519247031	0.00317906272822099	3.26386658409806	0.0680273970990661	1.32863132475771	0.00996157473016368	1.75544621247465	0.0232878926285578	1.71529590649703	0.00475727206572224	3.16357111695122
GMPPB	29925	0.209843113173525	1.43890177883351	0.0081323223863401	2.55278257391785	0.0384339979233449	1.44541817228473	0.0154074906661571	1.67547622841987	0.0178674895794227	1.84763406643951	0.00222625390625908	4.11447134357173
GPHN	10243	0.0255095971572494	1.81289125488151	0.00598492740545176	2.45132835943155	0.217131808370087	1.15875998066098	0.0469835491264022	1.47366203047946	0.00289244257235144	2.34786047286047	0.00625159913869311	3.12622220084321
GRIN2D	2906	0.000400884292699799	2.75538999154419	0.000876981109418251	4.66844250413129	0.000039998200507263	2.98193387732967	0.0000535329446492705	2.95088901104841	0.000138917492703006	3.0490564060238	0.0009971993186495	2.69984839967977
GSG2	83903	0.0547149102603264	1.80138531424367	0.000792573650268524	3.46173409119656	0.0075732135351706	1.8446534810886	0.00229363333298871	2.57656010900056	0.0191407375052342	1.82776523814506	0.00242382579213835	4.6259050339558
GTL3	29105	0.0000277746781455201	3.54414123262322	0.000602526913351498	4.44067351173454	0.000169821155971972	2.42588829098899	0.000167488364106405	2.92895589855652	0.000751991430402055	2.91623486869667	0.00104449628488024	5.56826759125917
GTSE1	51512	0.000000530782393592943	4.7049244575804	0.00000109844364037937	6.95154688839696	0.00000110241038842052	4.74611317283655	0.0000172154148440073	4.4000758661537	0.00000518983988262445	6.3040830422513	0.000527370171309993	9.65106385185018
GZMA	3001	0.0000000785997886776357	6.25840729851523	0.000000338709643887825	9.51242087947042	0.0000000182969337458871	7.06160766279466	0.000000137262903820989	6.13743543432441	0.00000138889845346935	9.97931148626283	0.000385070653846242	15.6541078641949
H17	55572	0.010239161736197	1.87475699239159	0.00226531883574876	3.20749679728908	0.025767807782243	1.79813355253512	0.00544323939757985	1.88794883032773	0.0572354513075998	1.63465386154462	0.0131444231655354	2.56894193177444
HCAP-G	64151	0.000379803997611394	3.32273542529168	0.000694616252804869	5.68976113318543	0.000917836948110429	3.16702031797405	0.000013603723222233	3.49269763512286	0.00260151810030707	2.65798042733126	0.00106013478784278	5.87895789395273
KNTC2	10403	0.00000294974648884505	5.46962253527498	0.0000242814232793709	5.28508504029871	0.00000268667149971868	3.28700983983564	0.0000105275664640248	3.43154031788547	0.00000914449163846864	5.34787407973058	0.000580499949695279	8.33225863410078
HINT3	135114	0.036073878693255	1.83409055879919	0.00995065998162004	2.53020920887282	0.000467517980179077	2.27871795017354	0.00166469834083349	2.54500477902655	0.00404140296173128	2.25219900713322	0.00730241070831855	3.80558399311268
HIST1H2AC	8334	0.0247340160579362	1.68451081644591	0.00630587758175627	2.37882441103563	0.094226535839047	1.32430357269133	0.000192128837644412	2.56058959602728	0.16021972036131	1.32840763629538	0.0804167146999658	1.8704137681164
HIST1H2AD	3013	0.00753103433471247	1.96077713009607	0.000192300886421859	3.36026295101037	0.000351083520521822	2.2615844775444	0.00320399638389868	2.7161920156085	0.0264088432510385	1.66753427251146	0.034955476891236	2.49140707108408
HIST1H2AE	3012	0.189390437087416	1.32719120859694	0.00426153414881203	2.04762041889751	0.0298907288525198	1.45898416572469	0.000123959430902265	2.67164418355266	0.156601000091044	1.29682131367863	0.086791580611099	1.70522426372498
HIST1H2AG	8969	0.0000394567308575899	3.53407311229223	0.00000654123964394238	5.89732655942633	0.00000387617789032735	3.50765562056792	0.000453742039200789	3.75898274469261	0.0000163546046973995	4.18980535916907	0.000657213700491655	7.68117074696871
HIST1H2AH	85235	0.00756808644320606	1.83676526472131	0.000223066910505554	3.65430496098648	0.0000186822270284992	2.55102278450946	0.000384751283359019	3.36269561023135	0.00023160265779365	2.87122884473878	0.00129940404725398	5.02382999096606
HIST1H2AI	8329	0.0013844389531531	2.44896916815142	0.000306755700908434	3.8969835343073	0.000851078939127947	2.17083020386315	0.0000448413846809714	2.9528394473285	0.0228322724780945	1.78396756710131	0.0183012178716862	2.50651771221401
HIST1H2AJ	8331	0.0000268453781293587	3.08699117028467	0.0000251929538549467	5.11493536443167	0.00000747611201823428	2.88565959545747	0.000144489456031627	2.93058790717539	0.00246645048213279	2.36814433560241	0.00660522722724138	3.35827163386151
HIST1H2AK	8330	0.0124652878086859	1.74375594431633	0.00103838895516239	2.73932234250447	0.000978008619382575	2.06764337444898	0.00535792824770864	2.26587185505724	0.0943390905367677	1.40398371805178	0.0603221675816421	2.04540200846717
HIST1H2AL	8332	0.00291767367875129	1.99029485215752	0.00361825886134037	2.88011299593325	0.031125330756537	1.50794551805021	0.000736372799612806	2.25275744144009	0.0980937009936037	1.41280353200883	0.153583319808856	1.70033694356924
HIST1H2AM	8336	0.0082460809834034	1.95424901753922	0.00112001222142999	2.68228575166688	0.0029918305028338	1.88651865525266	0.00367036972986545	2.58598524633343	0.0714214607306436	1.46185721809482	0.0584267568975161	2.09375248661159
HIST1H2BB	3018	0.0761415768303311	1.49599082003973	0.013736911822254	2.47383665697543	0.141014422812656	1.25788671330332	0.000375785254946304	2.40517678091751	0.11081278963954	1.37079561633815	0.224230471041044	1.4532321456094
HIST1H2BD	3017	0.0527172032751033	1.62923687114584	0.00590983217649332	2.78892454130523	0.022410200558439	1.60318144597503	0.000154430828124719	2.65070627050799	0.18743966764637	1.29158498896247	0.176021905477559	1.68915292317354
HIST1H2BE	8344	0.0602089518474037	1.64260272594093	0.00575205436410919	2.50889811427186	0.305899434508153	1.10876174309073	0.00111100014342957	2.22973872341211	0.262425347291629	1.1941270036919	0.139142127469674	1.62000897057095
HIST1H2BF	8343	0.0430413415672954	1.59753743441627	0.00141207784213204	2.78351528966662	0.00199863256049637	1.95143810401934	0.0037638767576138	2.51744749338604	0.0506230513270486	1.53217995448089	0.0745505669035611	2.03533537418186
HIST1H2BG	8339	0.0389635456145626	1.67545152918079	0.00113138481681141	3.00457953579899	0.0566536199893514	1.54932502784729	0.000115231793027415	2.68888134183422	0.143328657244132	1.32250799429697	0.0834388171428299	1.79390269872361
HIST1H2BH	8345	0.123234986521584	1.50045594128699	0.0120215342128708	2.67619328516587	0.0815081823774963	1.67881073242531	0.000365166249620463	3.64748818156158	0.308836934839541	1.15742561532035	0.28741180753334	1.30195956908627
HIST1H2BJ	8970	0.00000749844474690065	4.03184093256907	0.0000294979181092447	4.94678283214054	0.0000013944471832783	3.72268180647784	0.0000215378878745121	4.18270322875036	0.0000143051780204795	5.02308758408545	0.00965039874781964	4.00607591127161
HIST1H2BK	85236	0.00213130938503836	2.23280991828548	0.000364642594435804	3.2245035080526	0.000597368065838322	2.24144894360287	0.0000682005128300744	2.83158821435755	0.003285905318406	2.23330396005234	0.00344102587713968	3.81040856009408
HIST1H2BL	8340	0.000018014415816725	3.26391908571632	0.0000480927496274708	4.50875994486835	0.00000107456340370238	3.27155649196097	0.0000627804958041045	3.51632140561861	0.0035883305087554	2.28553386596381	0.00403242095923534	3.65919850863407
HIST1H2BM	8342	0.000122321504541612	3.02399284441563	0.0000474516190364094	4.11852839472316	0.000153549753568294	2.42376950111719	0.00500805566168483	4.42305462156677	0.00406107495089381	2.07328535656117	0.00590222336441887	3.35846796427833
HIST1H2BN	8341	0.00365225556549287	2.18057966974675	0.0001948874699359	3.40186327373089	0.000125479343281665	2.47064678863057	0.000350286421482382	2.80325804216314	0.0778531737453048	1.44483182366646	0.0366877858138195	2.29829330538412
HIST1H2BO	8348	0.0173399890066164	1.83062993172143	0.00048517824302452	3.24013861261282	0.00132798942087164	1.88526936248616	0.000113942028468927	2.69348284006749	0.121927787877271	1.40451911027569	0.0384389494545286	2.14989498826054
HIST1H3A	8350	0.336950685217187	1.18256605905775	0.0273907836960627	2.22105721796621	0.142915407332128	1.22575535859011	0.000525092414025874	2.3320861935112	0.20001164394709	1.30017528483786	0.0774321429631147	1.98824056592069
HIST1H3B	8358	0.000000026030827715573	10.2642208988708	0.000000315280806906237	8.42137423085402	0.00000114300819431534	3.78767710712698	0.00000597387140310879	4.44528381906582	0.000000955869865149062	11.5264331397055	0.000405431423709302	13.4644238612203
HIST1H3C	8352	0.0019644842556984	2.43787543865137	0.00044742531402564	6.16306211617363	0.00112023089168012	2.36438586462168	0.000161794696819872	2.81379321356512	0.156132283097708	1.36847991865785	0.0327620162516748	2.25997011457891
HIST1H3D	8351	0.000236325411389959	3.12464520007069	0.00000943888757365396	6.83336165922696	0.00000269934216345913	3.81919190069258	0.0000183734986026751	4.1312990526155	0.0002876560482864	3.65910263022176	0.00113482513078411	6.29882887946615
HIST1H3E	8353	0.133601026265757	1.37844701356171	0.0100565695726311	2.55702344594314	0.00658798204063227	1.65162959484714	0.00000540120528913501	3.69026546771718	0.0537865804477514	1.5445593670164	0.0158553888078568	3.26796060416726
HIST1H3F	8968	0.00388418757492748	2.6669395799574	0.000782313405989554	4.81256610507367	0.000248035399711299	3.19987918048798	0.00000077285293509366	3.64313579287599	0.71836665578305	0.860694108151735	0.0527032282317798	2.09164207739852
HIST1H3G	8355	0.00000475775398456335	4.99944449359985	0.00000119633974271505	11.007807217844	0.000000419246704908005	4.01988157033285	0.00000154218015413488	4.33203102268216	0.51819966744211	1.022118414849	0.0195929784468504	2.33693117741243
HIST1H3H	8357	0.17398905860753	1.30985495915492	0.00240999317342927	3.11694579548965	0.00239981307879511	1.92753861749951	0.00000607872498481488	3.69679178653198	0.0153041168088427	1.81803280855508	0.0155993193050074	2.54838974634464
HIST1H3I	8354	0.0145936181568657	2.19530337931107	0.000241399145255783	4.68893445086326	0.00259495001207566	2.26458808025708	0.0000146961064148021	3.31066017232559	0.0161177106080092	1.89478208208795	0.00240819849099061	3.92401491629991
HIST1H4D	8360	0.129412781240195	1.43419849650087	0.109187937633537	1.469992377298	0.0423306984296362	1.4695803611087	0.000743589835590197	2.4297818524526	0.313321958753469	1.17226190476191	0.406146663701406	1.0760945218545
HIST1H4K	8362	0.0449275039480548	1.58508170820158	0.00568268473791245	2.11821563345624	0.0588817473939779	1.63122210637568	0.000607342571871894	2.29696274712159	0.0626485953291135	1.48912740097942	0.0816073713135435	1.76987438057383
HIST1H4L	8368	0.0910392726660739	1.791707006399	0.0119043302965066	2.47606198906764	0.0268508236118562	1.51038162940741	0.00109004294155335	2.39722342032242	0.298117791633607	1.15042573320719	0.201169626971826	1.31448262666024
HIST2H2AA	8337	0.111675493962289	1.37710669978887	0.00431505475139571	2.26403783882518	0.00376238706535242	1.7815960765813	0.0000954900865713926	2.74214765716925	0.0444316626249972	1.55869883364389	0.044679846009242	2.19924893933416
HIST2H4	8370	0.0000864629775950698	3.38677804337885	0.00000980331617517205	4.69736392668741	0.000180493954034744	2.64029679458554	0.00353745208291401	2.6277686126045	0.000554654319232961	2.94546123250638	0.00299963195279396	4.20397440793298
HIST3H2A	92815	0.290902873929603	1.18753903443204	0.00472953569401513	2.61807856589238	0.011289002647464	1.79247139306378	0.00872745682379805	1.84770746659659	0.359134452253397	1.10212733243276	0.319018152095448	1.43367637268072
HIST3H3	8290	0.102141888401706	1.5447158416156	0.141848858149328	1.55189358611303	0.0415324404808877	1.52662174788167	0.00114826303757065	1.98882445097778	0.347452323058718	1.11831048208757	0.0472523917283046	2.16804175431032
HNRPA1	3178	0.00724059802241905	1.8478819164513	0.00522110770166262	2.43237968753381	0.0018379924996943	1.99392986774113	0.00513385753256423	1.87122560020159	0.0154619418697901	1.8450562935837	0.0150681088314268	3.23176955867905
HNRPA2B1	3181	0.000469673993078623	2.42165682559504	0.00073941180850079	3.05518138396626	0.00036243811066039	2.73805984754392	0.000590687689099201	2.92992519500911	0.00574901629072677	2.14610148251986	0.0192267332235025	2.6403646990847
HPCL2	26061	0.00633993647457753	2.17251038443103	0.00105049775685895	3.87355047035073	0.00738964007478926	1.63125066052826	0.00504541501561562	1.88186500783599	0.0071582663153974	1.95284256326583	0.00513175472110872	3.38026108468829
PRPF3	9129	0.0451979575664599	1.50831238571791	0.00456015786414388	2.49596407308216	0.0152188392983582	1.52037709187438	0.0269663960201338	1.56436270955813	0.0872880783446642	1.46486797802587	0.0261123752484964	2.75863803208176
HRB2	11103	0.0765827444194292	1.54348219993238	0.00622481261389085	3.27795830313904	0.152807074044602	1.27799266621855	0.0243889712457731	1.90835700043078	0.00189602059764993	2.50443749649795	0.00884987549477584	3.18492406517467
HSPC129	51496	0.0000129886310132887	3.36680628024601	0.0000926351613833587	3.94028142910449	0.0000418757946141213	3.72126823047991	0.0012086791817052	2.78905213022223	0.00000823560713925087	5.0095	0.000651976388928888	7.47914219407109
HSPC148	51503	0.00181917623157668	2.12252831242117	0.00313316240937245	3.17583481233214	0.00114523150089618	1.80684281455457	0.00179679335115057	2.20741238329625	0.00054257474585262	2.94156353082018	0.00200031950917634	4.29246710377214
HSPC150	29089	0.0000000277399277992529	11.2096266956363	0.000000364676462250024	11.2697684103584	0.000000011991080128837	6.30216843778693	0.00000176949235319857	6.14937068933034	0.000000563342688941759	11.085006154883	0.00000101722205492205	12.6795477712909
HSU79274	29902	0.000197935900046686	3.59130092305161	0.0000999439089202081	6.28200335124608	0.0000184661496084315	2.97469114567973	0.0000752385686225709	2.80489235515881	0.00035119537486783	3.57173307099525	0.000707953448274012	6.9516718441745
HT007	55863	0.0233198353744333	1.65847631062298	0.00844631696580966	2.4341097222537	0.00131850605742745	1.91252068360692	0.00616409302890286	2.07603997663713	0.00240366655152546	2.28050036791759	0.0160055765660633	2.91437168713769
HUMGT198A	29893	0.0000253812464999781	3.50905989572454	0.0000319749446504591	4.57387487971626	0.000150026207380694	2.41235654422963	0.00128779318918304	2.67749137506951	0.0000268661079565469	4.99621630252918	0.000835889673534762	6.6628755818725
IER5	51278	0.0000131190946072168	3.41977525761255	0.0000550062460686895	5.32826839950163	0.0000390425271938888	3.06972957333457	0.000010989914776327	3.41580808773464	0.0000540005996929605	3.96461006987323	0.000726200108784658	6.87114447107763
INCENP	3619	0.00000219256418876324	5.18808492420544	0.00000221967655134048	5.43973464385597	0.000000759513247627908	2.90054094791219	0.000289638851486695	3.42156525465406	0.00000185943768704622	8.40597151714834	0.000414898979242961	11.7630215299328
IRF3	3661	0.000116226462971381	3.36429876096319	0.000570032836545886	4.77790732401407	0.0019110797229015	2.5619058040986	0.00261631344178193	3.42476066884406	0.00010737643537595	3.23225901398087	0.000905470627487581	5.94943942287451
ITGB3BP	23421	0.00000023195059306591	5.36287998301818	0.00000294446238480184	7.4814472970377	0.000000261025784542568	4.41643522377193	0.000521272500465742	3.6672439427856	0.0000430439781168301	4.37420553436981	0.000682554596159457	8.05477768011398
KCNA10	3744	0.119687530859754	1.36538189557213	0.0840777925309472	1.89164054565547	0.00573725080521048	1.9198655494482	0.00145424564978291	1.87484067679443	0.343883334519801	1.13340385623397	0.143324126993802	1.41903836485772
KIAA0092	9702	0.00000851512946853372	4.38384695361046	0.000024116987760503	4.95400903309968	0.00000237608628084196	3.41068034035999	0.000015081771804315	3.30385432405039	0.0000854613593799236	3.87625690732856	0.00195255031873215	4.21239493928417
KIAA0101	9768	0.0000000611151549367861	11.106902177208	0.000000270050171224945	6.98620940874421	0.0000000401973471175765	5.41086813716601	0.00000191691589213061	4.3975563832294	0.00000066841952350849	13.8419984714285	0.000403536669555504	14.9821685342051
KIAA0186	9837	0.00000778105018028885	4.84548768463993	0.0000025866715419598	7.63057834412487	0.0000107247750851247	3.36942440478792	0.0000494692157408938	3.4802878326112	0.00000634542423494366	6.48062517404623	0.000669483956546424	7.16746736011671
KIAA0433	23262	0.0295244615871174	1.80047780986869	0.00585670079849832	2.25369740089796	0.00380810774920415	2.06383542284308	0.0146872289078857	1.79541284796005	0.0216213513732966	1.79788000066983	0.10989189229029	1.95357944909862
USP52	9924	0.00260533015725128	2.16599192668362	0.0302565218151298	2.98259182425855	0.0357047166441294	1.7305624529275	0.00811117200603384	1.79249854673284	0.00207694441439221	2.63998508019396	0.00283802211028655	3.74230091303668
HSRG1	22879	0.0448000562278499	1.55050407759939	0.024225052702035	1.83075199973271	0.00233503510464594	2.20676454571862	0.000863371150698233	2.28032507366461	0.0227388583867402	1.75771062909439	0.0424373763648125	2.50536536176796
