		T98G G0				T98G Contact Inhibtion				U2OS-p16			
		E2F4		p130		E2F4		p130		E2F4		p130	
GENE 	Locuslink	P value	binding ratio	P value	binding ratio	P value	binding ratio	P value	binding ratio	P value	binding ratio	P value	binding ratio
C6orf166	55122	0.0000945597597957759	3.48751429943425	0.00103334358007878	3.53656515963463	0.00713889951274715	2.16605243857077	0.00281656863184843	2.6130526864445	0.000301991712843619	3.23067472603076	0.0018018542577064	4.41229154593432
C6orf18	54535	0.0000372488314709374	3.40981979614304	0.000013755997705367	4.40046376974793	0.00000729757800344011	3.28472754355088	0.0000318193558123125	3.05585501635131	0.0000725491911652831	3.98099415204678	0.00102278033714504	5.72341213563933
C9orf5	23731	0.00000200307857156634	4.79074685522645	0.0000598376456628635	7.14831984255503	0.0000186794213400399	3.42085785248671	0.0000141371161608284	3.33928176310817	0.000119209290861289	3.67852348549474	0.0010680174670743	5.66388552995229
CASP8AP2	9994	0.00252027655175946	2.08006591874511	0.00546553678938644	2.7214319297371	0.00018968979371814	2.46841937272905	0.0088627072288342	1.82540392201946	0.000153981968551209	3.53379868008129	0.00452797624894707	3.42514191467924
CBX3	11335	0.000882011094466728	3.09808827651533	0.00399932180055151	3.21748649348405	0.0212238383022147	1.80482206053081	0.00046581221558073	2.18348252628194	0.0202020433773296	1.92611198325484		
CBX5	23468	0.000158717068463599	2.77552317749876	0.0018427990980926	3.11937174221661	0.00175957373750579	1.98919495764938	0.00103511924431665	2.31524427345386	0.00141728059237189	2.66632039129117	0.00316619865159828	3.88521272994796
CCNA2	890	0.00380183329971373	1.96047645733774	0.00191394366165876	3.08145391410111	0.00486094326455488	2.20249647967908	0.00163267861328686	2.08925855362169	0.000275621440318119	3.23950069248709	0.0019396183800196	4.98399048492785
CCNB1	891	0.000000530775471796474	6.95613162498658	0.0000010297507702095	7.94350357462955	0.00000569838124375721	3.82652407883608	0.00045149301688574	5.19502360591765	0.00000518164346696715	5.39092043382282	0.00057243721502992	8.37416427787562
CCNB2	9133	0.0000927896397050487	3.13574269116025	0.0000113139896888992	9.47198704436482	0.00198934395283923	2.50488365501435	0.000000485948810191594	4.9729784226313	0.0000171512466391466	5.16694981301128	0.000421628981215838	11.8674633013427
CCNG2	901	0.00000111488635246015	5.32458131743904	0.000151940279063956	7.21085993991064	0.000000529188188158614	4.79592875271314	0.000000861085970527142	4.66011529099509	0.0000078569066753742	6.08370863301293	0.000665157625171386	8.14048770678703
CDC2	983	0.0270256268791818	1.85359266439491	0.00369042903644512	3.56389905693068	0.0743824500403826	1.4778392653274	0.0115076841802457	1.7342756755092	0.0102776543035975	2.00145454545455	0.00107559932339291	5.55228405681178
CDC23	8697	0.0000000901511469919569	8.02576218253791	0.00000084519372522962	9.49122137524264	0.000000220207778678372	3.99150880367477	0.00000669651935547577	3.61492222755919	0.00000224997802322768	8.5036201615149	0.000515394676273206	9.13677322753806
CDC25A	993	0.000000374811815584408	6.26172746491424	0.00000394832880301621	8.21990293448112	0.0000000723751316655807	4.00733012807666	0.00000121496784899477	4.39968337462443	0.00000242308901921007	8.30891134588884	0.000490006523772513	10.3336676286522
CDC25B	994	0.00384090860361297	2.32807065853942	0.00310767461319217	3.26137617585157	0.00000241112368370988	3.72803979477869	0.0000241717172320133	3.16254215542128	0.000464055084394843	3.0075403331099	0.00169161982683869	4.45554623886373
CDC25C	995	0.000000050838664611419	9.35754369214683	0.000000328189302400972	11.48953674752	0.0000000737685565965762	4.94972458234512	0.0000125474241077228	4.43085062225207	0.000000495804481581708	14.5980612244898	0.000357697487923636	18.204411830074
CDC45L	8318	0.000000898626766443478	6.65521629753711	0.00000147138168882233	8.0899670393488	0.000000985822939281178	3.87089941319597	0.00000960770715185966	4.12747620457786	0.00000455579818703367	6.96910582052711	0.000435986170458313	13.0124334037354
CDC6	990	0.000000171317790398362	6.52421200272362	0.000000609463672529564	9.94176752761226	0.0000145610977130284	3.11092523669639	0.000173330423844709	2.95225144538143	0.00000221256451893304	8.5571798577223	0.00047451157019679	10.9693834532843
CDC7	8317	0.0000794867501037189	2.76461516492955	0.00116066784160329	3.6137074671338	0.000399313520299427	2.25803117264808	0.000557076435263926	2.31693102496663	0.000444361653547998	3.04085413953147	0.0044823646768225	3.48813535042938
CDCA1	83540	0.0000000757447756738472	8.51472622117129	0.00000106588163339971	7.85365872292185	0.00000000341678563220427	4.58256948878854	0.00000468585060076077	6.42367810428657	0.000000873463962047794	11.9649862503481	0.000425549272576598	13.2450092418879
CDCA3	83461	0.0000000829230616394838	10.4462288781612	0.000000295552252005393	9.2022111252829	0.000000274416413925671	4.39271014024995	0.000040474372595356	3.83505865562177	0.000000519662847087155	15.4302293601082	0.000365614673526859	17.4102214556607
CDCA7	83879	0.00000146124505318035	5.07953561498306	0.00000230292532765741	8.3948859557182	0.00000305775583131496	3.95627325077241	0.000000982609551170022	4.74235150085961	0.000515907603827692	2.96770927318296	0.0020004634066616	4.32491554039636
CDCA8	55143	0.000000632367009090196	5.37378692201337	0.0000820738693401157	7.09270350469957	0.00000896872411038085	6.1079393332356	0.000000223057998294252	5.58688291374753	0.0000012847463698451	8.91208768712914	0.000455771216302581	11.4678180722402
CENPA	1058	0.000000416150435555984	5.37650463295153	0.0000041640980955604	8.38867442378855	0.00000610273440959652	2.79044216901947	0.00000242494787783265	4.04097566983223	0.00000430967227549317	6.38263972043694	0.000486636181935285	10.3306398667732
CENPE	1062	0.00000885320626908825	3.66329524257872	0.0000174877543939189	5.86235645146515	0.000179035975799935	2.52972943043325	0.00109321449782573	2.91243315891148	0.0000656567595760382	4.87768692158412	0.000575409514470659	8.05113375475903
CENPF	1063	0.000000513336052776481	6.13408289254482	0.00000266382912628149	7.65699317733862	0.0000000282057147638071	4.63620507185942	0.00000236281341936539	4.05563295773055	0.00000297878197719204	7.83226975000527	0.000554799545815499	10.4724212849213
CENPH	64946	0.0000291900130074962	3.0552572998143	0.0000822018221804388	5.28783455988827	0.0000263550106315291	2.8271987596308	0.0000176532781835936	3.24850591336413	0.00152529553984082	2.31451255492383	0.00116407016700559	5.35458250765407
CETN1	1068	0.000231314970629337	3.11406112818642	0.00356852943607511	3.56231825065797	0.000965855387270564	1.8534701772057	0.00408653718979368	1.9212822293527	0.00193819092087233	2.25986600054219	0.0249610336156107	2.25297961766483
CGI-09	51605	0.00000317091118606783	4.9847075933578	0.000032578167768027	4.91844936770203	0.000776761932189785	2.8958552589784	0.0000399719590375991	3.13097412831249	0.0000803135555480505	3.92109836635384	0.000862614450260202	6.38743757135403
CGI-100	50999	0.00000312848820260836	4.11074269909548	0.00000310615886056631	5.84630644130456	0.00000150843169710591	3.83187498670392	0.00000420199433803781	3.79939183059185	0.0000171614637295425	4.80005036514732	0.000666884117831112	7.67855784390505
CGI-121	51002	0.000460163993616591	2.33962282119444	0.00169470712968645	2.60767796812898	0.0656164788056506	1.54611729294948	0.0165293786516452	1.62587072437493	0.00078624014630968	2.75882700635713	0.00117042876245355	5.48280453526758
CGI-141	51026	0.000000324407821161721	5.84017949571649	0.0000170291843770709	5.59549957723367	0.000000252471764494722	3.73776697837188	0.000179401415276836	4.37110265345709	0.00000363470020714463	6.13833501321176	0.000549267401279419	8.54013350251697
CHEK2	11200	0.00000322547064013357	4.8430496330238	0.00000140856880515017	5.22618839956082	0.00000271868137258213	3.63207203329505	0.000173767219584953	3.0120452155516	0.0000104404955787452	5.27949765718644	0.000701134226410827	7.64697634169729
CIP29	84324	0.0420828788036355	1.56897323395276	0.0037082400038343	2.43471952513928	0.016841133513921	1.89459906698331	0.0044520514750731	2.26719793071751	0.0110515567214744	1.96764929644074	0.0100713996266655	2.78023344415097
CKS2	1164	0.00181253398214953	2.55919222975794	0.000600872581021927	3.05561586990669	0.000079237530091536	2.73855291582121	0.0000865595483651171	2.85239237752526	0.0157459140144627	1.7738983029406	0.0120498292513571	2.77500909520811
CLSPN	63967	0.00000350166901719184	5.02645381277754	0.00000450522101325124	5.58649260777087	0.00000798137096724716	3.48039738248832	0.0000472873915368099	2.9352976529425	0.00000418671408142224	7.13159391014851	0.000637669654052375	7.56727163189523
CNOT3	4849	0.00210923306009014	2.42337421104374	0.0112193686099001	2.52225788156954	0.0000281078377937227	3.28154962328894	0.00136867870917889	2.14814699613282	0.000377987585646777	3.43959098239715	0.00263222548607145	3.80206462262389
CNOT4	4850	0.000794422981390208	2.57411714814145	0.00157667225374925	3.03945823924128	0.00821966572101285	2.03855479262178	0.00309787774409698	2.08865345691625	0.0056821437434379	2.14951394390549	0.0121352651541893	3.00635924770527
COPS7B	64708	0.00379194524562365	1.95466555287965	0.000672533560561517	4.48119784868447	0.00330778899529516	2.24040464509198	0.00100978530713813	2.63561353340926	0.00232992417900824	2.41627989727405	0.001695722241079	4.44393574861884
COX8	1351	0.0000845982927379918	3.07739986011281	0.000808764225179615	4.53744059243484	0.000399222488954076	2.96299746415471	0.00108650912723363	2.17178359064418	0.000356724895589022	4.25331779202585	0.00129102413667437	5.13969315436657
CSPG6	9126	0.0000203356847321423	3.76656553297971	0.0000705034573605934	5.14939112234709	0.0000242792197536756	2.68607135757241	0.0000127515040466708	3.38253630744132	0.0000042301048573945	7.10790256892231	0.000716302079495523	6.89392058245034
CSTF1	1477	0.00000219638350695828	5.11040572393612	0.00000637695079763745	6.01746410204719	0.0000115014967638771	3.57555289556127	0.000051118449203913	3.17632482966334	0.00004081459637717	4.57976052985127	0.000779203070513546	6.48545397656149
CSTF2T	23283	0.0000420740366766648	3.15805639299468	0.0234617340314874	2.24997760035716	0.0000182162275274012	2.93042174702574	0.00000579895929475605	3.68656325005995	0.0000744200690069308	3.79742358812483	0.00106843249160549	5.7103525286054
CSTF3	1479	0.0000208025458504624	4.2266505078592	0.0000360126060376942	4.952080987109	0.000274037917759706	2.35731698857212	0.00138154347687547	2.60211149072917	0.000541606112836601	2.60222573860269	0.00094390045844317	6.09419385239954
CTSL2	1515	0.152679241157783	1.31212233319886	0.0663243706708105	1.53266905203418	0.340674932457263	1.14350816271606	0.122431724833823	1.309476436264	0.00679959900393989	2.2148893360161	0.0047427064637609	3.26315161591781
CYB5-M	80777	0.00408956510116587	2.21630738523443	0.000424155234027723	3.34753363102464	0.00632685829913138	2.17486883626071	0.00441132489476703	1.95340665518078	0.0000376625208587944	3.80010776798596	0.000921198321513106	6.02998613634898
CYP51A1	1595	0.302726994345062	1.17736649330054	0.0879806732194979	1.76372423437847	0.107349270487151	1.37952658756464	0.0410080086247363	1.50740972976005	0.00208521892518254	2.23680041553045	0.00330619125743276	3.58012113958411
DBN1	1627	0.0204936047262695	2.09688727026927	0.122646644987017	1.87354480986125	0.141238586275037	2.81099785510922	0.00254998950078344	2.28873657584198	0.0116545088543165	2.17047619047619	0.0016264193663032	4.59076961148843
DC13	56942	0.00000945427663467946	3.98290879181261	0.00000478724829555688	4.46970343877299	0.0000109111427482045	2.68029179547345	0.00433825695203305	2.35799044445098	0.00000433489442797086	7.05895048502084	0.000584794041609549	8.81769933299747
DC8	25936	0.1307245507307	1.48577952714633	0.000789713568064565	3.71995992905778	0.0584346890216017	1.42787979761738	0.0021021535687461	2.12664092448043	0.0637729533358323	1.49082402556753	0.0111473411222225	2.7539838665389
DCK	1633	0.0607455727813622	2.17309684350107	0.00167998756686283	2.96323287895806	0.0299686932626012	1.53324487794595	0.00544891784823487	1.86474926340484	0.00188073415281842	2.29387918924343	0.00873299129126615	2.01761201761202
DCLRE1B	64858	0.000114169514720541	3.47471123052421	0.0000265738677208693	4.76384364504936	0.00000409433152592786	3.05696327867122	0.000265982527256736	2.48114793746737	0.0000275552686974656	4.44104429035263	0.000733109822085853	6.82536991078543
DCLRE1C	64421	0.0000208180124167123	4.24733163981109	0.00000577330325080006	6.59816439934133	0.00000806303594513835	2.86842447689044	0.0000119817875353645	3.38872142393282	0.0000208613288075199	5.55921719191596	0.000669635371443766	7.49699780243418
DCPS	28960	0.00565147190160598	1.99229817611718	0.000585875220595389	3.77158370128688	0.0491155339672332	1.458111491636	0.00893534588846578	2.23196077447183	0.101827016749068	1.42770485535874	0.058591867319606	2.06807625034845
DDA3	84722	0.00382096909551743	2.11208004885295	0.000333051416105623	3.73482678133091	0.00259986345384522	1.91516928269219	0.0053538782514293	1.86444039178584	0.00519522312838816	2.3560915275201	0.0254181374992982	2.93866519719927
DDX10	1662	0.000409363928287165	3.02619707419601	0.000413934093194457	4.58440094445553	0.00105198670141715	2.2315134777156	0.00305819489214099	2.35061770653417	0.0000822100883761667	3.36823765826231	0.00177836345091398	4.37292670363879
DDX21	9188	0.00000187235086068771	5.35333408494272	0.00000221573614800352	9.86278192854369	0.00000116349824963446	3.21319938213912	0.00000110759563354268	4.46650852332912	0.0000116538072717498	5.51063607924922	0.000489020838807586	10.3646370008107
AATF	26574	0.0244443620117674	1.74459657790853	0.00540456051081284	2.44890912954314	0.0161984729271871	1.68348061125803	0.00366061993272548	1.93879003142116	0.0185218626575456	1.83693475596999	0.0358296825251424	2.37426407935604
DHPS	1725	0.0128001324328282	1.72400933885164	0.00240487637984998	2.96891239172264	0.00356357284538911	1.85777307106716	0.0236516359072346	1.59985362833505	0.00537988063667716	2.17999949111357	0.0358444674134603	2.80540964858335
DHX35	60625	0.000118673824813009	3.35280882758083	0.000043513366937975	5.32648135684167	0.000266204818266336	2.52904905836517	0.0000744118290652018	2.82180330312869	0.00149577996700911	2.74083885209713	0.0010799919659733	5.4199043413794
DKFZP434B168	25896	0.0000000931926747993472	8.80493696429201	0.000000613201666666008	8.63833690200761	0.0000000292703185023058	5.3174353914341	0.00000438753898157618	4.35433064317585	0.00000202332446108677	8.78934908974156	0.000415884776652442	11.9599560985516
DKFZP434C245	25886	0.00000301414743397732	4.29903243517081	0.00000616519344531774	6.47138367090789	0.0000174977692264378	3.13383554986855	0.0000038989775331677	3.82702210513276	0.00000238123627482878	7.54233220847394	0.000405980130039119	12.564617189393
DKFZP434F0318	81575	0.0294157926555531	2.65731406715584	0.180420568757797	2.25951164906895	0.47729904449987	1.02714654865927	0.00174376486308969	2.52350775518165	0.992920055592275	0.414842300556586	0.0441850230435192	1.8737129994862
DKFZP434G2226	81930	0.00000274418527979048	4.69694597095236	0.0000183690262530734	5.11144138160779	0.0000694308067585858	3.42187182678826	0.0000231769144602989	3.16125902752086	0.000114458996705369	3.93801020408163	0.00126480301039833	5.21084176869294
DKFZP547N043	83932	0.0387189085216221	1.78425769759195	0.00210566872417295	2.75746384523858	0.0842600874092746	1.46578914984275	0.00951268595988042	1.76198224135935	0.289776401247789	1.15902215681465	0.0309977826741509	2.38344265939015
DKFZP564M082	25906	0.0258211009530696	1.90333968184379	0.00248391808659376	2.74103985078819	0.000142147891931455	2.99522207438401	0.0026570780726709	2.36083220441646	0.0000898859542622921	3.51137237393655	0.00210327170861857	4.098085785262
DKFZp566O084	25979	0.000892398285538776	2.31712990644058	0.000287238951660829	3.70490299404453	0.0000141632207716347	3.08565640152404	0.00000927937559458414	3.52725490761378	0.000293733191906731	3.22207974717155	0.000694036356276684	7.25834299548091
DLG7	9787	0.000000388311412025111	7.62289019033946	0.000000600838754638566	7.02241844370489	0.000000217007247171885	4.81331100071701	0.00000836149569793943	4.17954958082844	0.00000065698723372698	13.6175884455073	0.000424770682404541	13.5424802630944
DMTF1	9988	0.00000661459519024632	3.53093885213421	0.00000504223621544675	6.59329276455658	0.00000149504926072463	3.48348513704545	0.0000210790226785607	3.36358352595617	0.0000487440734689981	4.25893681572352	0.00089786427904498	6.29195711264813
DNAJB11	51726	0.022292934121691	1.88204659868084	0.0360428787690517	1.64950866132668	0.000834969069017255	1.99222213803864	0.00745247013752359	1.90988293776674	0.00915677152568406	1.96798562348165	0.0445194679498275	1.59404261594043
E2F2	1870	0.0499267436533891	1.79131381279023	0.00295336614582897	2.66854782339134	0.000355003142375576	2.38121982587961	0.000320191406144588	2.53606630998517	0.0151028921076999	1.78467940422725	0.0140472091308484	2.75628573166826
E2F3	1871	0.0000000292768208565164	8.88672827876817	0.00000302004600261085	7.69263003565416	0.00000000138234035329532	5.46724127623503	0.00000134465824708219	4.34331618733202	0.00000149610644395448	9.72020864126127	0.000539575638074608	10.5045383733044
E2IG2	51287	0.0000162865196734474	3.66028040236372	0.000118058993383241	3.81957634224699	0.00298926165323327	2.14747901172663	0.00334556758189075	2.45918928545674	0.0166339553802971	1.93366844862895	0.0131244238335443	3.55488247488434
EBP	10682	0.081476527819413	1.46026719672374	0.00517839293263012	3.3091572764608	0.0039178128592251	1.78730764728611	0.00619384156842018	2.13783506018124	0.000211884008647578	2.92447577122841	0.00109099292856168	5.5106174001613
EED	8726	0.0205729871451161	1.87147358495299	0.00445676729420619	2.78063050146183	0.127980900334095	1.30148052796927	0.00633263400545681	1.98851499200762	0.0500415425272857	1.55450688027918	0.0115903324527925	2.6890104976685
ELP4	26610	0.000513627893353075	2.92010255075636	0.000470776665955963	3.78865793231794	0.0000606117604542433	2.23874301188261	0.000516061569970305	3.13735944034655	0.000208529951989278	3.67373806872882	0.00181048082674368	4.52257550351174
EPM2AIP1	9852	0.000165690697540466	3.08735144286697	0.000436221952078486	3.70413508507328	0.00154055764069305	2.61699124279481	0.000034548715342031	3.52536868300131	0.000180729473616026	3.449070790183	0.00104553921788403	5.53183605395788
EXO1	9156	0.0000000705551824742301	6.32635122863401	0.00000051864249794864	10.0012574593261	0.000000312736575081018	5.83458430401011	0.000135146865250513	3.86416040814376	0.000000657042329543778	12.9107769423559	0.00312137670418261	7.35202731902547
F12	2161	0.0010159952112696	3.07634025025562	0.00977598231414212	2.70316898256111	0.0105170605614865	1.64024851142736	0.00143551701357558	2.22448870263039	0.0231420730754561	1.72649380775994	0.0169885521252492	2.30923245283696
FANCD2	2177	0.00000497254194498087	4.38976266814501	0.000019291078912631	8.561799969286	0.0000202983157098213	4.13061727258771	0.00000668773154677282	3.60258341467149	0.00000184008448689266	9.07008495969165	0.0545933172148941	4.9786282102273
FANCG	2189	0.0259301571344195	1.66772881381355	0.160733874832113	1.46810389155166	0.0960274713321274	1.46809385383096	0.0273602570026739	1.56407912285748	0.00239383839486151	2.21798824090259	0.00484173964413653	3.2931995214475
FBXO8	26269	0.00000483857183819492	3.65039149128298	0.00000122954752690418	8.6362989326351	0.00000146088622587914	2.77960937902973	0.0000356015615841088	3.26097619503393	0.0000485986708409492	4.8973782891509		
FDXR	2232	0.0251578947520598	1.74885850710202	0.0106537469548255	2.22713108253691	0.00197255944472818	1.90522853707283	0.00766239200914898	1.88568168272496	0.00267963609364785	2.29424396312978	0.0147070070255128	2.54733985779733
FEN1	2237	0.0000714643011190397	3.58898615501908	0.0000299728989997527	5.19404899015945	0.0000463067827248809	2.77570622704939	0.0000162531081080441	3.27496119401639	0.0000405239919806233	4.08080553807426	0.00061976189352364	8.64566997196942
FGF22	27006	0.00490403072234413	2.6767986893112	0.00287963738305053	4.83379627072057	0.238266343440499	1.92442332469414	0.121050357014773	1.97853500642781			0.00337229601869704	5.47408888735648
