RefSeq ID	FOXA2	HNF1A	HNF4A	HNF6	CREB1	USF1
NM_024697	0	0	0	0	0	0
NM_152653	0	0	0	0	0	0
NM_182666	0	0	1	0	0	0
NM_002948	1	0	1	1	1	0
NM_020345	1	0	1	1	1	0
NM_005126	1	0	0	0	0	0
NM_000461	0	0	0	0	0	0
NM_016152	0	0	0	1	0	0
NM_001068	0	0	0	1	0	0
NM_018297	0	0	0	0	1	0
NM_052953	0	0	0	0	0	0
NM_003615	0	0	0	0	0	0
NM_005442	0	0	0	0	0	0
NM_182523	0	0	1	0	0	0
NM_022461	0	0	1	1	1	0
NM_014483	0	0	0	0	0	0
NM_003242	1	0	1	0	0	0
NM_207359	0	0	0	0	0	0
NM_178862	1	0	0	0	0	0
NM_017784	0	0	0	0	0	0
NM_015141	0	0	0	0	0	0
NM_178868	0	0	1	1	0	0
NM_181472	0	0	0	0	0	0
NM_017801	0	0	0	0	0	0
NM_016141	0	0	0	0	0	0
NM_015442	0	0	0	0	1	0
NM_005508	0	0	0	0	0	0
NM_000404	0	0	0	0	0	0
NM_006371	0	0	0	0	1	0
NM_012157	0	0	0	0	0	0
NM_014517	0	0	1	0	1	1
NM_013374	0	0	1	0	0	0
NM_003149	0	0	0	0	0	0
NM_000249	0	1	1	1	1	1
NM_014805	0	1	1	1	1	1
NM_017724	0	0	0	0	0	0
NM_002078	0	0	1	0	0	0
NM_002207	0	0	0	0	0	0
NM_005808	0	0	0	0	0	0
NM_015873	0	0	0	0	0	0
NM_006225	0	0	0	0	0	0
NM_007338	0	0	0	0	0	0
NM_002468	0	0	1	0	1	0
NM_001607	0	0	1	0	1	0
NM_005109	0	0	1	0	1	0
NM_004256	0	0	0	0	0	0
NM_004803	0	0	0	0	0	0
NM_005108	0	0	1	0	0	0
NM_001106	0	0	1	0	0	0
NM_005107	0	0	1	0	0	0
NM_198056	0	0	0	0	0	0
NM_006514	0	0	1	0	0	0
NM_014139	0	0	0	0	0	0
NM_020839	0	0	0	0	1	0
NM_145755	0	0	1	0	1	0
NM_031899	0	0	1	0	1	0
NM_033027	0	0	0	0	0	0
NM_194293	0	0	0	0	0	0
NM_001337	0	0	0	1	0	0
NM_005201	0	0	0	0	0	0
NM_017875	0	0	0	0	1	0
NM_002295	0	0	0	0	0	0
NM_182935	0	0	0	0	0	0
NM_005875	0	0	1	0	0	1
NM_001248	0	0	0	0	0	0
NM_003973	0	0	1	0	1	0
NM_175888	0	0	0	0	0	0
NM_198484	0	0	0	0	0	0
NM_001904	0	0	0	0	1	0
NM_014965	0	0	0	0	0	0
NM_000729	0	0	0	0	0	0
NM_144634	0	0	0	0	0	0
NM_004624	0	0	0	0	0	0
NM_004206	0	0	1	0	1	0
NM_016305	0	0	1	0	1	0
NM_005385	0	0	1	0	1	0
NM_145166	0	0	0	0	0	0
NM_152393	0	0	0	0	0	0
NM_020707	0	0	0	0	0	0
NM_144719	0	0	1	0	0	0
NM_014056	0	0	0	0	0	0
NM_004391	0	0	1	0	0	0
NM_207404	0	0	0	0	0	0
NM_032806	0	0	1	0	0	0
NM_017719	0	0	0	0	0	0
NM_018075	0	0	1	0	0	1
NM_016006	0	0	0	0	0	0
NM_173826	0	0	1	0	1	0
NM_018651	0	0	0	0	0	0
NM_173658	0	0	0	0	0	0
NM_006991	0	0	0	0	0	0
NM_003420	0	0	0	0	0	0
NM_033210	0	0	0	0	0	0
NM_145044	0	0	0	0	1	0
NM_020242	0	0	1	0	1	0
NM_020696	0	0	1	0	1	0
NM_144638	0	0	0	0	0	0
NM_003241	1	0	1	0	0	0
NM_015004	0	0	0	0	1	0
NM_016598	0	0	0	0	1	0
NM_003278	0	0	0	0	0	0
NM_022842	0	0	0	0	0	0
NM_015444	0	0	0	0	0	0
NM_015340	0	0	0	0	0	0
NM_014240	0	0	1	0	0	1
NM_014016	0	0	1	0	1	0
NM_022405	0	0	0	0	0	0
NM_020347	0	0	0	0	0	0
NM_031200	0	0	0	0	0	0
NM_006564	0	0	0	0	0	0
NM_024513	0	0	0	0	0	0
NM_005283	0	0	0	0	0	0
NM_001295	0	0	0	0	0	0
NM_000648	0	0	0	0	0	0
NM_000579	0	0	0	0	0	0
NM_003965	0	0	0	0	0	0
NM_002343	0	0	0	0	0	0
NM_031440	0	0	1	1	0	0
NM_024512	0	0	1	0	0	0
NM_024750	0	1	1	0	0	0
NM_182774	0	0	1	0	0	0
NM_147196	0	0	1	0	0	0
NM_013270	0	0	0	0	0	0
NM_182702	0	0	0	0	0	0
NM_000258	0	0	1	0	0	0
NM_144716	0	0	1	1	0	0
NM_025010	1	0	1	0	1	0
NM_022342	1	0	1	0	1	0
NM_015466	0	0	1	0	1	0
NM_012235	1	1	1	0	0	0
NM_017713	0	0	0	0	1	0
NM_003074	0	0	0	0	0	0
NM_138615	0	0	0	0	0	0
NM_002375	1	0	1	1	1	0
NM_201567	0	0	1	0	0	0
NM_004345	0	0	0	0	0	0
NM_016089	0	0	1	0	1	0
NM_005793	0	0	0	0	0	0
NM_207102	0	0	0	0	0	0
NM_002673	0	0	0	0	0	0
NM_024661	0	0	0	0	0	0
NM_016479	0	0	0	0	0	0
NM_004567	0	0	1	0	0	0
NM_033199	0	0	0	0	0	0
NM_000094	0	0	0	0	0	0
NM_003365	0	0	1	0	0	0
NM_134426	0	0	0	0	0	0
NM_001407	0	0	0	0	0	0
NM_184231	0	0	0	0	0	0
NM_001005909	0	0	0	0	0	0
NM_004157	0	0	0	0	0	0
NM_000387	1	0	1	1	0	0
NM_006321	0	0	1	0	1	0
NM_177939	0	0	0	0	0	0
NM_018031	0	0	1	0	0	0
NM_199073	0	0	0	0	1	0
NM_000884	0	0	0	0	1	0
NM_198880	0	0	1	0	0	0
NM_005051	0	0	1	0	0	0
NM_002292	0	0	1	0	0	0
NM_022903	0	0	1	0	0	0
NM_178173	0	0	0	0	0	0
NM_198562	0	0	0	0	0	0
NM_199443	0	0	0	0	0	0
NM_201397	0	0	1	0	0	0
NM_022171	0	0	0	1	0	0
NM_001664	0	0	0	1	0	0
NM_000481	0	0	1	0	1	0
NM_004393	0	0	0	0	0	0
NM_003458	0	0	0	0	0	0
NM_001640	0	0	1	0	0	0
NM_022064	0	0	1	0	1	0
NM_020998	0	0	1	0	1	0
NM_198722	0	0	0	0	1	0
NM_021971	0	0	0	0	1	0
NM_153273	0	0	0	0	0	0
NM_003335	0	0	0	0	0	0
NM_005879	0	0	0	0	0	0
NM_024046	0	0	0	0	0	0
NM_002447	0	0	0	0	0	0
NM_032355	0	0	1	0	0	0
NM_005777	0	0	1	0	0	0
NM_005778	0	0	0	0	0	0
NM_004186	0	0	0	0	0	0
NM_144499	0	0	0	0	0	0
NM_006841	0	0	0	0	0	0
NM_002070	0	0	1	0	0	0
NM_004636	0	0	0	0	0	0
NM_153215	0	0	0	0	0	0
NM_006764	0	0	0	0	1	0
NM_153281	0	0	0	0	0	0
NM_003773	0	0	0	0	0	0
NM_007275	0	0	0	0	0	0
NM_170713	0	0	1	0	1	0
NM_006545	0	0	1	0	1	0
NM_007024	0	0	0	0	0	0
NM_006030	0	0	0	0	0	0
NM_016173	0	0	1	0	0	0
NM_145071	0	0	1	0	0	0
NM_006010	0	0	0	0	1	0
NM_014703	0	0	0	0	0	0
NM_015106	1	0	1	1	0	0
NM_015926	0	0	0	0	0	0
NM_203424	0	0	0	0	0	0
NM_152397	0	0	0	0	0	0
NM_005485	0	0	1	0	0	0
NM_004704	0	0	1	0	0	0
NM_080865	0	0	0	0	0	0
NM_033009	0	0	1	0	0	0
NM_032750	0	0	1	0	0	0
NM_000666	0	0	1	0	0	0
NM_000992	0	0	0	0	0	0
NM_001947	0	0	0	0	1	0
NM_015426	0	0	0	0	0	0
NM_199166	0	0	0	0	0	0
NM_007284	0	0	1	0	0	0
NM_025222	0	0	0	0	0	0
NM_145262	0	1	1	0	1	0
NM_173341	0	0	1	0	1	0
NM_004656	0	0	1	0	1	0
NM_020163	0	0	0	0	0	0
NM_007184	0	0	0	0	0	0
NM_003280	0	0	0	0	0	0
NM_015136	0	0	0	0	0	0
NM_022908	0	0	1	0	0	0
NM_181042	1	0	1	1	1	1
NM_014041	0	0	0	0	0	0
NM_152932	0	0	0	0	0	0
NM_003157	1	1	1	1	0	0
NM_002217	0	0	1	1	0	0
NM_002218	0	0	1	0	0	0
NM_198563	0	0	1	0	0	0
NM_001005159	0	0	0	0	0	0
NM_052859	0	0	1	0	1	0
NM_212539	0	0	1	0	0	0
NM_001064	0	0	1	0	0	0
NM_018403	0	0	0	0	0	0
NM_000720	0	0	0	0	0	0
NM_172234	0	0	1	1	0	0
NM_018397	0	0	1	1	0	0
NM_022899	0	0	0	0	0	0
NM_021237	0	0	1	0	1	0
NM_020678	0	0	0	0	0	0
NM_003392	0	0	0	1	0	0
NM_015576	0	0	0	0	0	0
NM_181727	0	0	0	0	0	0
NM_017563	0	0	0	0	0	0
NM_003865	0	0	0	0	0	0
NM_012096	0	0	0	0	0	0
NM_130387	0	0	0	0	0	0
NM_178504	0	0	0	0	0	0
NM_198564	0	0	0	0	0	0
NM_177966	0	0	1	0	0	0
NM_001660	0	0	1	0	1	0
NM_152678	0	0	0	0	0	0
NM_001457	0	0	0	0	0	0
NM_004944	0	0	1	0	0	0
NM_020676	0	0	1	0	0	0
NM_007042	0	0	0	0	1	0
NM_017771	0	0	0	0	0	0
NM_000925	0	0	0	0	0	0
NM_153331	0	0	0	0	0	0
NM_003500	1	1	1	0	0	0
NM_007177	1	0	0	0	0	0
NM_138805	0	0	0	0	0	0
NM_002012	0	0	1	0	0	0
NM_002841	0	0	1	0	0	0
NM_020685	0	0	0	0	0	0
NM_018008	0	0	0	0	0	0
NM_183394	0	0	0	0	0	0
NM_144642	0	0	0	0	0	0
NM_000333	0	0	0	0	0	0
NM_025075	0	0	0	0	0	0
NM_014814	0	0	0	0	0	0
NM_198859	0	0	0	0	0	0
NM_182920	0	0	0	0	0	0
NM_004742	0	0	1	0	0	0
NM_001009938	0	0	0	0	0	0
NM_015541	0	0	1	0	0	0
NM_003848	0	0	0	0	0	0
NM_213609	0	0	0	0	0	0
NM_182522	0	0	0	0	0	0
NM_173654	0	0	0	0	0	0
NM_007114	0	0	0	0	1	0
NM_006407	0	0	0	0	0	0
NM_198197	0	0	0	0	0	0
NM_198271	0	0	0	0	0	0
NM_198159	0	0	0	0	0	0
NM_198158	0	0	0	0	0	0
NM_032682	0	0	1	0	1	0
NM_018971	0	0	0	0	1	0
NM_173359	0	0	0	0	1	0
NM_021935	0	0	0	0	0	0
NM_012234	0	0	1	1	0	0
NM_018130	0	0	0	0	0	0
NM_174907	0	0	0	0	0	0
NM_018029	1	0	0	0	0	0
NM_015009	0	0	0	0	0	0
NM_002941	0	0	0	0	0	0
NM_000158	0	0	1	0	0	0
NM_014043	0	0	0	0	0	0
NM_000306	0	0	0	0	0	0
NM_000866	0	0	0	0	0	0
NM_003663	0	0	0	0	0	0
NM_018293	0	0	0	0	0	0
NM_173824	1	0	1	0	0	0
NM_005233	0	0	0	0	0	1
NM_000313	1	0	1	1	1	1
NM_001001850	0	0	0	0	0	0
NM_022072	0	0	1	0	0	0
NM_176815	0	0	1	1	0	0
NM_177976	0	0	0	0	0	0
NM_153182	0	0	0	0	0	0
NM_054106	0	0	0	0	0	0
NM_001005338	0	0	0	0	0	0
NM_001004737	0	0	0	0	0	0
NM_019895	0	0	1	0	0	0
NM_005290	0	0	1	0	0	0
NM_000097	0	0	1	0	0	0
NM_006100	0	0	1	1	0	0
NM_080927	0	0	0	0	0	0
NM_020351	0	0	0	0	0	0
NM_207486	0	0	0	0	1	0
NM_182909	0	0	0	0	0	0
NM_018309	0	0	1	0	1	0
NM_020202	0	0	1	0	0	0
NM_014820	0	0	1	1	0	0
NM_032787	1	0	0	0	0	0
NM_006070	0	0	1	0	0	0
NM_015429	0	0	1	0	0	0
NM_016247	0	0	0	0	0	0
NM_020654	0	0	0	0	0	0
NM_017819	0	0	0	0	1	0
NM_020357	1	0	1	0	1	0
NM_014415	0	0	0	0	1	0
NM_000986	0	0	0	0	0	0
NM_024548	0	0	0	0	0	0
NM_145037	0	0	0	0	0	0
NM_031419	1	0	1	0	1	0
NM_175056	0	0	0	0	0	0
NM_001627	0	0	1	0	0	0
NM_170662	0	0	1	0	1	1
NM_032600	0	0	0	0	0	0
NM_020235	0	0	1	1	0	0
NM_198793	0	0	0	0	0	0
NM_018010	0	0	0	0	0	0
NM_007072	0	0	0	0	0	0
NM_014648	0	0	0	0	0	0
NM_020890	0	0	0	0	0	0
NM_032579	0	0	0	0	0	0
NM_016388	0	0	0	0	0	0
NM_005459	0	0	0	0	0	0
NM_014429	0	0	0	0	0	0
NM_138815	0	0	0	0	0	0
NM_018189	0	0	0	0	0	1
NM_015480	0	0	0	0	0	0
NM_198196	0	0	0	0	0	0
NM_024508	0	0	0	0	0	0
NM_153268	0	0	1	0	0	0
NM_018394	0	0	1	0	0	0
NM_013259	0	0	0	0	0	0
NM_024616	0	0	0	0	0	0
NM_152785	0	0	0	0	0	0
NM_005944	0	0	0	0	0	0
NM_181780	0	0	0	0	0	0
NM_017945	0	0	1	0	1	1
NM_022488	0	0	1	0	1	1
NM_199512	0	0	0	0	0	0
NM_138940	0	0	0	0	0	0
NM_138485	0	0	1	0	1	0
NM_015412	0	0	0	0	0	0
NM_018338	0	0	0	0	0	0
NM_144718	0	0	0	0	0	0
NM_017699	0	0	0	0	0	0
NM_001690	0	0	1	0	1	0
NM_025146	0	0	1	0	1	0
NM_017577	0	0	0	0	0	0
NM_173570	0	0	0	0	0	0
NM_024638	0	0	1	0	1	0
NM_020817	0	0	1	0	1	0
NM_033663	0	0	0	0	0	0
NM_015642	0	0	0	0	0	0
NM_002045	0	0	0	0	0	0
NM_002338	0	1	0	0	0	1
NM_152539	0	0	0	0	0	1
NM_006952	0	0	0	0	0	0
NM_212543	0	0	1	0	0	0
NM_018266	0	1	1	0	1	0
NM_016589	0	0	0	0	0	0
NM_005191	0	0	0	0	0	0
NM_001125	0	0	0	0	0	0
NM_015900	0	1	0	0	0	0
NM_022135	0	0	0	0	0	0
NM_005694	0	0	1	0	1	0
NM_033364	0	0	1	0	0	0
NM_033013	0	0	1	1	0	0
NM_002093	0	0	1	0	1	1
NM_153002	0	0	0	0	0	0
NM_007085	0	0	0	0	0	0
NM_173825	0	1	1	0	1	1
NM_005513	0	1	1	0	1	1
NM_199420	0	0	0	0	0	0
NM_016298	0	0	0	0	0	0
NM_005335	0	0	0	0	0	0
NM_004487	0	0	1	0	0	0
NM_018456	0	0	1	0	1	0
NM_014642	0	0	1	0	1	0
NM_021082	0	0	0	0	0	0
NM_175924	0	0	0	0	0	0
NM_175862	0	0	0	0	0	0
NM_005213	0	0	0	0	0	0
NM_014367	0	0	1	0	0	0
NM_019069	0	0	0	0	0	0
NM_002264	0	0	1	0	0	1
NM_138287	0	0	1	0	0	0
NM_031458	0	0	1	0	0	0
NM_152615	0	0	0	0	0	0
NM_032839	0	0	1	0	0	0
NM_024610	0	0	1	0	0	0
NM_018987	0	0	0	0	0	0
NM_006810	0	0	1	0	0	0
NM_012430	0	0	0	0	0	0
NM_183357	0	0	0	0	0	0
NM_198402	0	0	1	0	0	0
NM_053029	0	0	0	0	0	0
NM_022757	0	0	1	0	0	0
NM_003947	0	0	0	0	0	0
NM_000373	0	0	1	0	1	0
NM_002213	0	0	0	0	0	0
NM_033049	0	0	0	0	0	0
NM_024628	0	0	0	0	0	0
NM_021964	0	0	1	0	0	0
NM_003794	0	0	0	0	0	0
NM_022776	0	0	1	0	0	0
NM_017836	0	0	0	0	0	0
NM_012190	0	1	1	0	0	0
NM_014079	0	0	1	0	0	0
NM_182628	0	0	0	0	0	0
NM_025112	0	0	0	0	0	0
NM_144639	0	0	1	0	0	0
NM_152533	0	0	0	0	0	0
NM_032343	0	0	0	0	0	0
NM_032242	0	0	0	0	1	0
NM_016372	0	0	0	0	1	0
NM_004526	0	0	0	0	1	0
NM_015720	0	0	0	0	0	0
NM_172028	0	0	0	0	0	0
NM_007283	0	0	0	0	0	0
NM_013336	0	0	0	0	0	0
NM_003707	0	0	0	0	0	1
NM_021937	0	0	1	0	0	0
NM_153330	0	0	0	0	0	0
NM_032638	0	0	0	0	0	0
NM_002950	0	0	0	0	0	0
NM_004637	0	0	0	0	0	0
NM_014049	0	0	0	0	1	0
NM_024768	0	0	0	0	0	0
NM_000174	0	0	0	0	0	0
NM_198490	0	0	1	0	0	0
NM_020701	0	0	1	0	1	0
NM_003418	0	0	0	0	0	0
NM_016128	0	0	0	0	0	0
NM_020187	0	0	0	0	0	0
NM_006026	0	0	0	0	0	0
NM_207307	0	1	1	0	0	0
NM_052990	0	1	1	0	0	0
NM_003925	0	0	1	0	0	0
NM_000539	0	0	0	0	0	0
NM_153833	0	0	0	0	0	0
NM_015103	0	0	0	0	0	0
NM_001017395	0	0	0	0	0	0
NM_007117	0	0	0	0	0	0
NM_014602	0	0	0	0	1	0
NM_014382	0	0	0	0	0	0
NM_145910	0	0	1	0	0	0
NM_014065	0	0	1	0	0	0
NM_194289	0	0	1	0	1	0
NM_152395	0	0	1	0	1	0
NM_007208	0	0	1	0	0	0
NM_130808	0	0	0	0	0	0
NM_001099	0	0	0	0	0	0
NM_173823	0	0	0	0	0	0
NM_016557	0	0	0	0	0	0
NM_198329	0	0	1	0	1	0
NM_153240	0	0	0	0	0	0
NM_023943	0	0	0	0	0	0
NM_003571	0	0	0	0	0	0
NM_017548	0	0	1	0	1	0
NM_007027	0	0	0	0	0	0
NM_001063	0	0	1	0	0	0
NM_021203	0	0	0	0	0	0
NM_016577	0	0	0	0	0	0
NM_005630	0	0	0	0	0	0
NM_001005861	0	0	0	0	0	0
NM_016201	0	0	0	0	0	0
NM_025180	0	0	0	0	0	0
NM_015391	0	0	0	0	0	0
NM_178554	0	0	0	0	0	0
NM_004441	0	0	0	0	0	0
NM_002718	0	0	0	0	0	0
NM_018133	0	0	1	0	1	0
NM_000532	0	0	1	0	0	0
NM_005862	0	0	0	0	0	0
NM_025246	0	0	0	0	0	0
NM_006153	0	0	0	0	0	0
NM_144717	0	0	1	0	0	0
NM_004189	0	0	0	0	0	0
NM_001002026	0	0	0	0	0	0
NM_173543	0	0	0	0	0	0
NM_016161	0	0	0	0	0	0
NM_016216	0	0	0	0	0	0
NM_213654	0	0	0	0	0	0
NM_031913	0	0	0	0	0	0
NM_024491	0	0	1	0	0	0
NM_018147	0	0	0	0	0	0
NM_006219	0	0	0	0	0	0
NM_023067	0	0	0	0	1	1
NM_021812	0	0	0	0	0	0
NM_020191	0	0	1	0	1	0
NM_004766	0	1	1	0	1	1
NM_004164	0	0	0	0	0	0
NM_002899	0	0	0	0	0	0
NM_178177	0	0	0	0	0	0
NM_022131	0	0	0	0	0	0
NM_152616	0	0	0	0	0	0
NM_018155	0	0	0	0	0	0
NM_080862	0	0	0	0	0	0
NM_152282	0	0	0	0	0	1
NM_006506	0	0	0	0	0	0
NM_183237	0	0	0	0	0	0
NM_139209	0	0	0	0	0	0
NM_001679	0	0	0	0	1	0
NM_152776	0	0	0	0	1	0
NM_019001	0	0	1	0	0	0
NM_001184	0	0	0	0	0	0
NM_002670	0	0	0	0	0	0
NM_003304	0	0	0	0	0	0
NM_013363	0	0	0	0	0	0
NM_198504	0	0	0	0	0	0
NM_173653	0	0	0	0	0	0
NM_173552	0	0	1	0	0	0
NM_000935	0	1	1	0	0	0
NM_020353	0	0	0	0	0	0
NM_020359	0	0	0	0	0	0
NM_021105	0	0	1	0	0	0
NM_003412	0	0	0	0	0	0
NM_032153	0	0	0	0	0	0
NM_031850	0	0	1	0	0	0
NM_001871	0	0	0	0	0	1
NM_001870	0	0	0	0	0	0
NM_004130	0	0	0	0	0	0
NM_139048	0	0	0	0	0	1
NM_032383	0	0	0	0	0	1
NM_000096	0	1	1	0	1	0
NM_138786	0	0	0	0	0	1
NM_014220	0	0	0	0	0	0
NM_004617	0	0	0	0	0	0
NM_015472	0	0	0	0	0	0
NM_016094	0	0	0	0	0	0
NM_183384	0	0	0	0	0	0
NM_053024	0	0	0	0	0	0
NM_014779	0	0	0	0	0	0
NM_032025	0	0	1	0	1	0
NM_016275	0	0	1	0	0	0
NM_152394	0	0	0	0	0	0
NM_005067	0	0	1	0	0	0
NM_174878	0	0	0	0	0	0
NM_053002	0	0	0	0	0	0
NM_013308	0	0	0	0	0	0
NM_014879	0	0	0	0	0	0
NM_023915	0	0	0	0	0	1
NM_023914	0	0	0	0	0	0
NM_022788	0	0	0	0	0	0
NM_178822	0	0	0	0	0	0
NM_207365	0	0	0	0	0	0
NM_001086	0	1	1	0	0	0
NM_033050	0	0	0	0	0	1
NM_207292	0	0	1	0	0	0
NM_002563	0	0	0	0	0	0
NM_002886	0	0	0	0	0	0
NM_015595	0	0	0	0	0	0
NM_020865	0	0	0	0	0	0
NM_173657	0	0	0	0	0	0
NM_004733	0	0	1	0	1	1
NM_003875	0	0	0	0	0	0
NM_172160	0	0	0	0	0	0
NM_172159	0	0	0	0	0	0
NM_007107	0	0	0	0	0	1
NM_015508	0	0	1	0	1	0
NM_001004316	0	0	1	0	1	0
NM_020307	0	1	1	0	0	0
NM_002852	0	0	0	0	0	0
NM_003030	0	0	0	0	0	0
NM_022443	0	0	0	0	0	0
NM_024996	0	0	0	0	0	0
NM_020169	0	0	0	0	0	0
NM_206963	0	0	0	0	0	0
NM_022736	0	0	1	0	0	0
NM_014575	0	0	0	0	0	0
NM_000882	0	0	0	0	0	0
NM_001002799	0	0	0	0	0	0
NM_020800	0	0	0	0	0	0
NM_173084	0	0	0	0	0	0
NM_002268	0	0	0	0	0	0
NM_025047	0	1	0	0	0	1
NM_003781	0	0	0	0	0	0
NM_015938	0	0	0	0	0	0
NM_145035	0	0	0	0	0	0
NM_001041	0	0	0	0	0	0
NM_014926	0	0	0	0	0	0
NM_000055	0	0	0	0	0	1
NM_006217	0	0	0	0	0	0
NM_178824	0	0	0	0	0	0
NM_005025	0	0	1	0	1	0
NM_007217	0	0	1	0	1	1
NM_014498	0	0	1	0	1	0
NM_004991	0	0	0	0	0	0
NM_018657	0	0	1	0	0	1
NM_032487	0	0	1	0	0	1
NM_153353	0	0	0	0	0	0
NM_024727	0	0	1	0	0	0
NM_182610	0	0	1	0	0	0
NM_003262	0	0	0	0	0	0
NM_014373	0	0	0	0	0	0
NM_024947	0	0	0	0	0	0
NM_002740	0	0	1	0	0	0
NM_005414	0	0	1	0	0	0
NM_005602	0	0	0	0	0	0
NM_020390	0	0	0	0	0	0
NM_000340	0	0	1	1	0	0
NM_022763	0	0	0	0	0	0
NM_198407	0	0	0	0	0	0
NM_003810	0	0	1	0	0	0
NM_020792	0	0	0	0	0	0
NM_031955	0	0	0	0	0	0
NM_014932	0	0	0	0	0	0
NM_024665	0	0	1	0	0	0
NM_181361	0	0	0	0	0	0
NM_152240	0	0	0	0	0	0
NM_171829	0	0	0	0	0	0
NM_033540	0	0	0	0	0	0
NM_021629	0	0	0	0	0	0
NM_178042	0	0	0	0	0	0
NM_002492	0	0	1	0	1	0
NM_177988	0	0	1	0	1	0
NM_003940	0	0	0	0	0	0
NM_016559	0	0	0	0	0	0
NM_133462	1	0	1	0	0	0
NM_005087	0	0	0	0	0	0
NM_201261	0	1	1	0	0	0
NM_003106	0	0	0	0	0	0
NM_020640	0	0	0	0	0	0
NM_020166	0	0	1	0	1	0
NM_014398	0	0	0	0	0	0
NM_032047	0	0	0	0	0	0
NM_015078	0	0	0	0	0	0
NM_130446	0	0	0	0	0	1
NM_017644	0	0	1	0	0	0
NM_018023	0	0	0	0	0	0
NM_024871	0	0	0	0	0	0
NM_018622	0	0	1	0	0	0
NM_005688	0	0	0	0	0	0
NM_182537	0	0	0	0	0	0
NM_130770	0	0	0	0	0	0
NM_182589	0	0	0	0	0	0
NM_003907	0	0	0	0	0	0
NM_004423	0	0	0	0	0	0
NM_004068	0	0	0	0	0	0
NM_018358	0	0	1	0	0	0
NM_032331	0	0	0	0	0	1
NM_005787	0	0	0	0	0	0
NM_033259	0	0	0	0	0	0
NM_002808	0	0	0	0	0	0
NM_006232	0	0	1	0	0	0
NM_004366	0	0	1	0	0	0
NM_177979	0	0	1	0	1	0
NM_199356	0	0	1	0	1	0
NM_004443	0	0	0	0	0	0
NM_022149	0	0	0	0	0	0
NM_001966	0	0	1	0	0	0
NM_004721	0	0	0	0	0	0
NM_080652	0	0	0	0	0	0
NM_139248	0	0	0	0	0	0
NM_021627	0	1	1	0	1	1
NM_001007225	0	0	0	0	0	0
NM_004593	0	0	0	0	0	0
NM_004454	0	0	0	0	0	1
NM_001346	0	0	0	0	0	0
NM_017541	0	0	0	0	0	0
NM_016306	0	0	1	0	1	0
NM_018138	0	0	1	0	1	0
NM_001622	0	0	1	0	0	0
NM_014375	1	1	1	1	0	0
NM_000412	0	1	1	0	0	0
NM_000893	0	1	1	0	0	1
NM_001967	0	0	0	0	0	0
NM_181573	0	0	0	0	1	0
NM_004797	0	0	0	0	0	0
NM_173217	0	0	0	0	0	0
NM_003032	0	0	0	0	0	0
NM_052969	0	0	0	0	0	0
NM_153708	0	0	0	0	0	0
NM_001879	0	0	1	0	0	0
NM_022147	0	0	0	0	0	0
NM_001048	0	0	0	0	0	0
NM_001004312	0	0	0	0	0	0
NM_138931	0	0	1	0	1	0
NM_207488	1	1	1	0	0	0
NM_198485	0	0	0	0	0	0
NM_003722	0	0	0	0	0	1
NM_018192	0	0	0	0	0	0
NM_021101	0	0	0	0	0	0
NM_006580	0	0	0	0	0	0
NM_207316	0	0	0	0	0	0
NM_134470	0	0	1	0	0	0
NM_198184	0	0	0	0	0	0
NM_198152	0	0	0	0	0	0
NM_178335	0	0	0	0	0	0
NM_004113	0	0	0	0	0	0
NM_178496	0	0	0	0	0	0
NM_020386	0	0	0	0	0	0
NM_032279	0	1	0	0	0	0
NM_130837	0	0	1	0	0	0
NM_005524	0	0	1	0	0	0
NM_130830	0	0	0	0	0	0
NM_138399	0	0	0	0	0	0
NM_018385	1	0	1	1	1	1
NM_152531	0	0	0	0	0	0
NM_012287	0	0	0	0	0	0
NM_006241	0	0	0	0	0	0
NM_001013714	0	0	0	0	0	0
NM_152673	0	0	1	0	0	0
NM_138297	0	0	0	0	0	0
NM_005781	0	0	1	0	0	0
NM_003234	0	0	1	0	0	0
NM_144637	0	0	1	0	0	0
NM_005017	0	0	1	0	0	0
NM_152773	0	0	0	0	0	0
NM_138461	0	0	0	0	0	0
NM_152617	0	0	1	0	1	0
NM_182627	0	0	0	0	1	0
NM_198565	0	0	0	0	0	0
NM_017861	0	0	0	0	0	0
NM_032898	0	0	0	0	0	0
NM_002577	0	0	1	0	0	0
NM_152699	0	0	0	0	0	0
NM_007362	0	0	1	0	1	0
NM_025163	0	0	0	0	0	0
NM_005929	0	0	1	0	0	0
NM_004087	0	0	0	0	0	0
NM_203314	0	0	0	0	1	0
NM_203315	0	1	1	1	0	0
NM_001011537	0	0	0	0	1	0
NM_032773	0	0	0	0	0	0
NM_000996	0	1	1	0	0	0
NM_033029	0	0	0	0	1	0
NM_032263	0	0	0	0	1	0
NM_182631	0	0	0	0	0	0
NM_182524	0	0	0	0	0	0
NM_003441	0	0	0	0	0	0
NM_017733	0	0	0	0	1	0
NM_133474	0	0	0	0	1	0
NM_000283	0	0	0	0	0	0
NM_002477	0	0	0	0	1	0
NM_032219	0	0	0	0	0	0
NM_006315	0	0	0	0	0	0
NM_006651	0	0	0	0	0	0
NM_032326	0	0	0	0	1	0
NM_001347	0	0	0	0	0	0
NM_000203	0	0	0	0	0	0
NM_134425	0	0	1	0	0	0
NM_001004356	0	0	0	0	0	0
NM_194439	0	0	1	0	0	0
NM_207489	0	0	0	0	0	0
